,lat,lon,average_temp,average_min_daily_temp,min_min_daily_temp,average_windchill,average_min_daily_windchill,min_min_daily_windchill
23,24.5,-110.625,79.39599709295459,70.51434310420872,65.86534545898442,79.39599709295459,70.51434310420872,65.86534545898442
24,24.5,-110.0,73.56306488529331,71.27643987840226,67.67940795898443,73.56306488529331,71.27643987840226,67.67940795898443
25,24.5,-109.375,72.63709462319655,72.33407951108876,69.22628295898443,72.63709462319655,72.33407951108876,69.22628295898443
26,24.5,-108.75,71.39732647803524,71.34120605468755,68.46421630859379,71.39732647803524,71.34120605468755,68.46421630859379
27,24.5,-108.125,72.45025616553527,69.70506891066033,67.63722045898442,72.45025616553527,69.70506891066033,67.63722045898442
28,24.5,-107.5,79.25565561109978,69.86837536227323,63.83974121093755,79.25565561109978,69.86837536227323,63.83974121093755
29,24.5,-106.875,84.7717279397288,70.9158047977571,56.850678710937544,84.7717279397288,70.9158047977571,56.850678710937544
30,24.5,-106.25,67.60342841855946,54.22479389805952,39.09737670898441,67.60342841855946,54.22479389805952,39.09737670898441
31,24.5,-105.625,59.18194719376107,46.03799481791839,30.949915771484417,59.18194719376107,46.03799481791839,30.949915771484417
32,24.5,-105.0,64.55083107732963,49.57448675340225,35.30753295898442,64.44586131618037,48.97030348559578,32.13828165434633
33,24.5,-104.375,69.92019694174493,52.579665684853865,39.638782958984415,69.8156328360164,51.856545124173024,34.70870325038918
34,24.5,-103.75,72.05463494577721,55.03606689453128,40.391126708984416,71.96804195204574,54.49825403891897,34.17798210167219
35,24.5,-103.125,75.15567136210784,58.11167173324096,42.873157958984415,75.09090844155253,57.75043229312769,36.48416904297465
36,24.5,-102.5,76.33451145787393,59.21625842678935,44.384876708984415,76.31042830553493,59.0235932080773,38.41225492891079
37,24.5,-101.875,71.63069269980157,47.39492152060236,37.11308105468754,71.23939384432747,44.87337324053903,30.067651128714967
38,24.5,-101.25,70.15424360705964,46.35928643995721,36.46269042968754,69.77381058609542,43.972175786598875,28.702154621847065
39,24.5,-100.625,69.34037641955965,46.34454349640882,37.96605957031254,69.05005944129127,44.36070275899329,32.34546059139002
40,24.5,-100.0,70.4760367018177,49.82138321415076,41.07387207031254,70.33776405789585,48.80046834196226,37.60819676560075
41,24.5,-99.375,76.37283137167657,57.608719403666875,47.95922363281254,76.3206224243897,57.19104782537194,44.03447134495764
42,24.5,-98.75,76.80309850877335,58.94443008915075,49.19672363281254,76.77569211026012,58.72517890104502,45.39014193552234
43,24.5,-98.125,75.36622854909592,59.46134037140881,49.588715820312544,75.36464306028702,59.44865646093768,49.19551459570728
44,24.5,-97.5,73.5234456609911,72.03269617880548,69.95824707031255,73.5234456609911,72.03269617880548,69.95824707031255
45,24.5,-96.875,76.09841415897496,76.07096384356103,74.4728588867188,76.09841415897496,76.07096384356103,74.4728588867188
46,24.5,-96.25,77.24501824163626,77.21839367282011,75.43372314453129,77.24501824163626,77.21839367282011,75.43372314453129
47,24.5,-95.625,77.24898749566853,77.22416149508572,75.7430981445313,77.24898749566853,77.22416149508572,75.7430981445313
48,24.5,-95.0,77.0011359331685,76.97180022208926,75.61884277343754,77.0011359331685,76.97180022208926,75.61884277343754
49,24.5,-94.375,76.8232566488943,76.79611643145167,75.46997802734379,76.8232566488943,76.79611643145167,75.46997802734379
50,24.5,-93.75,76.6790593202653,76.65194391066032,75.1805981445313,76.6790593202653,76.65194391066032,75.1805981445313
51,24.5,-93.125,76.82433401784594,76.79770590505296,74.8149731445313,76.82433401784594,76.79770590505296,74.8149731445313
52,24.5,-92.5,76.833236487604,76.8035268869708,74.4774731445313,76.833236487604,76.8035268869708,74.4774731445313
53,24.5,-91.875,76.58464777792656,76.5529340584048,75.1759838867188,76.58464777792656,76.5529340584048,75.1759838867188
54,24.5,-91.25,76.53837761663625,76.5079609926286,75.32072875976567,76.53837761663625,76.5079609926286,75.32072875976567
55,24.5,-90.625,76.82013794929756,76.79306506741436,75.07468994140629,76.82013794929756,76.79306506741436,75.07468994140629
56,24.5,-90.0,76.9678509029266,76.94002492597029,74.91401489257817,76.9678509029266,76.94002492597029,74.91401489257817
57,24.5,-89.375,76.93966919929753,76.91473510742192,75.25409667968754,76.93966919929753,76.91473510742192,75.25409667968754
58,24.5,-88.75,77.17328815091044,77.14341729933217,75.60197875976567,77.17328815091044,77.14341729933217,75.60197875976567
59,24.5,-88.125,78.67151143720078,78.62908604775711,77.68262451171879,78.67151143720078,78.62908604775711,77.68262451171879
60,24.5,-87.5,80.22133502591043,80.18358768586195,79.26789672851567,80.22133502591043,80.18358768586195,79.26789672851567
61,24.5,-86.875,80.87376698155562,80.84449683404742,79.66972167968754,80.87376698155562,80.84449683404742,79.66972167968754
62,24.5,-86.25,80.71346582228142,80.68952404391385,79.41923339843754,80.71346582228142,80.68952404391385,79.41923339843754
63,24.5,-85.625,80.51097716300721,80.48497279013361,79.2962963867188,80.51097716300721,80.48497279013361,79.2962963867188
64,24.5,-85.0,79.90581122613726,79.87639931955648,78.6775463867188,79.90581122613726,79.87639931955648,78.6775463867188
65,24.5,-84.375,78.18394882694373,78.136632749496,76.24176757812504,78.18394882694373,78.136632749496,76.24176757812504
66,24.5,-83.75,77.23745185113725,77.20339556294108,74.9476879882813,77.23745185113725,77.20339556294108,74.9476879882813
67,24.5,-83.125,76.70069529871792,76.66145240045367,74.3148754882813,76.70069529871792,76.66145240045367,74.3148754882813
68,24.5,-82.5,76.17760432089533,76.13009864068806,73.73847778320317,76.17760432089533,76.13009864068806,73.73847778320317
69,24.5,-81.875,75.96706374629855,75.76947596396174,73.5469311523438,75.96706374629855,75.76947596396174,73.5469311523438
70,24.5,-81.25,76.07343975436306,75.89414243636598,73.97715576171879,76.07343975436306,75.89414243636598,73.97715576171879
71,24.5,-80.625,78.31873335315339,78.28654828471527,76.8320629882813,78.31873335315339,78.28654828471527,76.8320629882813
72,24.5,-80.0,79.62444781887922,79.59672461725053,78.5336254882813,79.62444781887922,79.59672461725053,78.5336254882813
73,24.5,-79.375,77.80307055073405,77.76294520224299,76.5365307617188,77.80307055073405,77.76294520224299,76.5365307617188
74,24.5,-78.75,73.61000729468564,73.45399567634833,70.9959057617188,73.61000729468564,73.45399567634833,70.9959057617188
75,24.5,-78.125,76.30983718379858,73.69280655399449,70.05443237304692,76.30983718379858,73.69280655399449,70.05443237304692
76,24.5,-77.5,78.39528325234693,77.48791842552927,75.73551757812504,78.39528325234693,77.48791842552927,75.73551757812504
77,24.5,-76.875,77.00836918984695,76.95775012600811,75.20114257812504,77.00836918984695,76.95775012600811,75.20114257812504
78,24.5,-76.25,79.16418446202437,78.98531242124498,77.70888183593755,79.16418446202437,78.98531242124498,77.70888183593755
79,24.5,-75.625,80.49087927049207,79.2879184255293,77.83083007812505,80.49087927049207,79.2879184255293,77.83083007812505
80,24.5,-75.0,79.6947603188792,79.65191496818301,78.63700683593754,79.6947603188792,79.65191496818301,78.63700683593754
81,24.5,-74.375,80.11748587331468,79.97744341450358,78.60888183593755,80.11748587331468,79.97744341450358,78.60888183593755
82,24.5,-73.75,79.57999217371791,79.55808109406507,77.80567138671879,79.57999217371791,79.55808109406507,77.80567138671879
83,24.5,-73.125,79.04312221404047,79.02270137663814,77.57704589843755,79.04312221404047,79.02270137663814,77.57704589843755
84,24.5,-72.5,78.8689286656534,78.84877539850055,77.94629638671879,78.8689286656534,78.84877539850055,77.94629638671879
85,24.5,-71.875,79.11672352452437,79.09661455708168,78.0587963867188,79.11672352452437,79.09661455708168,78.0587963867188
86,24.5,-71.25,79.28439615557275,79.26409226940528,78.0306713867188,79.28439615557275,79.26409226940528,78.0306713867188
87,24.5,-70.625,79.14189993581468,79.1181016885081,77.9744213867188,79.14189993581468,79.1181016885081,77.9744213867188
88,24.5,-70.0,78.90765724428242,78.88253000567039,77.9744213867188,78.90765724428242,78.88253000567039,77.9744213867188
89,24.5,-69.375,78.90476535920178,78.88211358839469,78.43485839843754,78.90476535920178,78.88211358839469,78.43485839843754
90,24.5,-68.75,79.35709020799212,79.3333628402218,78.89892089843755,79.35709020799212,79.3333628402218,78.89892089843755
91,24.5,-68.125,79.97079358500822,79.94756768995721,78.70204589843755,79.97079358500822,79.94756768995721,78.70204589843755
92,24.5,-67.5,79.77749091363727,79.75375291393654,77.8337963867188,79.77749091363727,79.75375291393654,77.8337963867188
93,25.0,-125.0,69.8959167135916,69.8644592678932,68.71942871093754,69.8959167135916,69.8644592678932,68.71942871093754
94,25.0,-124.375,69.75217301399483,69.72204455960184,68.80380371093754,69.75217301399483,69.72204455960184,68.80380371093754
95,25.0,-123.75,69.50647618939806,69.47911380890883,68.48036621093755,69.50647618939806,69.47911380890883,68.48036621093755
96,25.0,-123.125,69.49819745955935,69.47634773500508,68.35380371093754,69.49819745955935,69.47634773500508,68.35380371093754
97,25.0,-122.5,69.69666016117222,69.67423276839722,68.45224121093754,69.69666016117222,69.67423276839722,68.45224121093754
98,25.0,-121.875,69.7725296168174,69.74809633316536,68.29755371093754,69.7725296168174,69.74809633316536,68.29755371093754
99,25.0,-121.25,69.43769468738189,69.40894838394661,67.55224121093755,69.43769468738189,69.40894838394661,67.55224121093755
100,25.0,-120.625,68.7553232156077,68.72818942162303,67.24286621093754,68.7553232156077,68.72818942162303,67.24286621093754
101,25.0,-120.0,68.5833978123819,68.5528936964466,67.32724121093754,68.5833978123819,68.5528936964466,67.32724121093754
102,25.0,-119.375,68.8347649998819,68.80289290889621,67.42567871093755,68.8347649998819,68.80289290889621,67.42567871093755
103,25.0,-118.75,69.1290001309303,69.09224443989419,67.39755371093754,69.1290001309303,69.09224443989419,67.39755371093754
104,25.0,-118.125,69.24444871963998,69.20925769436747,67.52411621093754,69.24444871963998,69.20925769436747,67.52411621093754
105,25.0,-117.5,69.04666646157546,69.01291429088964,67.32724121093754,69.04666646157546,69.01291429088964,67.32724121093754
106,25.0,-116.875,68.84270350794641,68.80855972782263,67.03017089843755,68.84270350794641,68.80855972782263,67.03017089843755
107,25.0,-116.25,68.61123929423674,68.57650721396173,66.95634277343754,68.61123929423674,68.57650721396173,66.95634277343754
108,25.0,-115.625,68.25400643133351,68.21701152186243,66.65048339843754,68.25400643133351,68.21701152186243,66.65048339843754
109,25.0,-115.0,68.63159589705934,68.5939542118196,66.61005371093754,68.63159589705934,68.5939542118196,66.61005371093754
110,25.0,-114.375,69.6746024494787,69.63848999023442,66.93349121093755,69.6746024494787,69.63848999023442,66.93349121093755
111,25.0,-113.75,70.50067199214817,70.46197375882059,67.0805981445313,70.50067199214817,70.46197375882059,67.0805981445313
112,25.0,-113.125,71.34300440142236,71.31032561271425,68.82577636718754,71.34300440142236,71.31032561271425,68.82577636718754
113,25.0,-112.5,73.32008983489008,70.85683302356352,68.86065795898442,73.32008983489008,70.85683302356352,68.86065795898442
114,25.0,-111.875,82.49711856472882,63.76252858807967,57.934095458984416,82.49711856472882,63.76252858807967,57.934095458984416
115,25.0,-111.25,84.26559134698688,65.23319391066032,57.35753295898442,84.26559134698688,65.23319391066032,57.35753295898442
116,25.0,-110.625,75.70946735505137,70.16232697517646,66.10380371093754,75.70946735505137,70.16232697517646,66.10380371093754
117,25.0,-110.0,70.43143686109977,70.34193040417092,67.28565795898442,70.43143686109977,70.34193040417092,67.28565795898442
118,25.0,-109.375,70.30952405868042,70.22994428080901,67.37003295898441,70.30952405868042,70.22994428080901,67.37003295898441
119,25.0,-108.75,70.76003439134172,69.00602657195064,66.06222045898443,70.76003439134172,69.00602657195064,66.06222045898443
120,25.0,-108.125,78.34335092359979,68.90622818485387,64.16317871093754,78.34335092359979,68.90622818485387,64.16317871093754
121,25.0,-107.5,85.08104623609977,70.67492778162806,59.803803710937544,85.08104623609977,70.67492778162806,59.803803710937544
122,25.0,-106.875,78.23198499618043,65.66709008001516,52.68114746093754,78.23198499618043,65.66709008001516,52.68114746093754
123,25.0,-106.25,62.71065655616026,49.43122149067544,35.05792358398442,62.71065655616026,49.43122149067544,35.05792358398442
124,25.0,-105.625,60.803593016593716,46.81749960622484,32.82022827148442,60.71385885376272,46.63618598082384,32.82022827148442
125,25.0,-105.0,68.68547541956752,51.45103665259582,38.527845458984416,68.55260831616249,50.6139184534888,34.081612089008004
126,25.0,-104.375,72.08144158640222,53.8014020759829,40.69698608398441,71.9975276082933,53.25609083986477,35.17600754962173
127,25.0,-103.75,74.49669013730944,56.29307294291838,42.08565795898441,74.41875175232727,55.810778689700356,36.25733306484762
128,25.0,-103.125,74.92449066654333,57.85627858807967,42.662220458984415,74.86900883193339,57.56924908007393,36.483542769167414
129,25.0,-102.5,75.00841203751108,58.25275036227324,41.89581420898442,74.9348869611325,57.843028276628,35.294236408568096
130,25.0,-101.875,70.73685921945884,47.22934692382815,35.29901855468754,70.30520325376966,44.76928717230304,27.62922845408621
131,25.0,-101.25,68.50102803876327,45.73923225648945,34.90175292968754,67.99059141401432,43.006604036090856,26.798833682522485
132,25.0,-100.625,66.53775702691851,45.43841950447333,36.07816894531254,66.19586090136701,43.71793890159407,29.247587909430116
133,25.0,-100.0,70.32884825675723,51.65007525044107,42.59514892578129,70.28875757859122,51.32934982511305,40.46485767235239
134,25.0,-99.375,76.13249304002335,57.960508718183014,48.17719238281254,76.09887028307968,57.691526662633635,45.27172155637422
135,25.0,-98.75,76.44629092308789,58.858694202053975,48.6736645507813,76.41090196583446,58.57558254402661,45.622003076051044
136,25.0,-98.125,75.84180188578947,59.4025954117314,49.68616455078129,75.82719634688698,59.28575110051157,46.063990902966424
137,25.0,-97.5,72.67226748558787,70.16721234721527,66.51293457031255,72.67226748558787,70.16721234721527,66.51293457031255
138,25.0,-96.875,74.42140433034592,74.38460854807212,73.25403564453129,74.42140433034592,74.38460854807212,73.25403564453129
139,25.0,-96.25,76.63108805010401,76.60431640625002,74.94472167968755,76.63108805010401,76.60431640625002,74.94472167968755
140,25.0,-95.625,76.80891063074917,76.78169421780501,75.40098388671879,76.80891063074917,76.78169421780501,75.40098388671879
141,25.0,-95.0,76.58067852389432,76.54952475270923,75.43372314453129,76.58067852389432,76.54952475270923,75.43372314453129
142,25.0,-94.375,76.42224858437821,76.3913233996976,75.39972045898442,76.42224858437821,76.3913233996976,75.39972045898442
143,25.0,-93.75,76.31694994526529,76.28902828093503,75.1805981445313,76.31694994526529,76.28902828093503,75.1805981445313
144,25.0,-93.125,76.36327681018466,76.33138943579893,73.99885375976567,76.36327681018466,76.33138943579893,73.99885375976567
145,25.0,-92.5,76.30339777792658,76.27221919890378,73.4368481445313,76.30339777792658,76.27221919890378,73.4368481445313
146,25.0,-91.875,75.71691214284596,75.68439394058723,73.94309814453129,75.71691214284596,75.68439394058723,73.94309814453129
147,25.0,-91.25,75.58649379607174,75.55565898279995,74.15453002929692,75.58649379607174,75.55565898279995,74.15453002929692
148,25.0,-90.625,75.9550106811524,75.92686043031757,74.05609252929692,75.9550106811524,75.92686043031757,74.05609252929692
149,25.0,-90.0,76.35925085252336,76.32670429845012,74.1909497070313,76.35925085252336,76.32670429845012,74.1909497070313
150,25.0,-89.375,76.49993255615239,76.46720171528482,74.50878417968755,76.49993255615239,76.46720171528482,74.50878417968755
151,25.0,-88.75,76.73474228397495,76.70570249495971,75.2763989257813,76.73474228397495,76.70570249495971,75.2763989257813
152,25.0,-88.125,78.38442096341045,78.33877587103079,76.94824340820317,78.38442096341045,78.33877587103079,76.94824340820317
153,25.0,-87.5,79.99826294929754,79.95440224924398,78.49511840820317,79.99826294929754,79.95440224924398,78.49511840820317
154,25.0,-86.875,80.68579445131367,80.6541108555948,79.59940917968754,80.68579445131367,80.6541108555948,79.59940917968754
155,25.0,-86.25,80.61088895736205,80.58517696257564,79.38847167968754,80.61088895736205,80.58517696257564,79.38847167968754
156,25.0,-85.625,80.1383209130072,80.11473530430952,78.9212231445313,80.1383209130072,80.11473530430952,78.9212231445313
157,25.0,-85.0,78.62810835315341,78.58722104964723,76.84579589843754,78.62810835315341,78.58722104964723,76.84579589843754
158,25.0,-84.375,76.84375855476631,76.80598817886849,75.00426757812505,76.84375855476631,76.80598817886849,75.00426757812505
159,25.0,-83.75,76.62057307089533,76.59322198683219,74.62425048828129,76.62057307089533,76.59322198683219,74.62425048828129
160,25.0,-83.125,75.96496571202435,75.9310954826109,73.63987548828129,75.96496571202435,75.9310954826109,73.63987548828129
161,25.0,-82.5,74.4179773047663,74.3704202368952,71.75160034179692,74.4179773047663,74.3704202368952,71.75160034179692
162,25.0,-81.875,72.83866782895986,72.5605006457914,69.63184326171879,72.83866782895986,72.5605006457914,69.63184326171879
163,25.0,-81.25,72.04583768783083,71.16417555286043,67.4297436523438,72.04583768783083,71.16417555286043,67.4297436523438
164,25.0,-80.625,75.2738618813792,74.31957480153734,71.19849365234379,75.2738618813792,74.31957480153734,71.19849365234379
165,25.0,-80.0,78.77009424025017,78.62530994046122,77.36643798828129,78.77009424025017,78.62530994046122,77.36643798828129
166,25.0,-79.375,77.87474393783081,77.8359723884829,76.39612548828129,77.87474393783081,77.8359723884829,76.39612548828129
167,25.0,-78.75,73.3875589579921,73.24394417055193,70.7849682617188,73.3875589579921,73.24394417055193,70.7849682617188
168,25.0,-78.125,76.45165296000823,74.41226219915579,71.44661987304693,76.45165296000823,74.41226219915579,71.44661987304693
169,25.0,-77.5,78.14414287936307,77.67460094821072,76.14333007812505,78.14414287936307,77.67460094821072,76.14333007812505
170,25.0,-76.875,76.89275049025017,76.75060113722283,75.10270507812504,76.89275049025017,76.75060113722283,75.10270507812504
171,25.0,-76.25,78.30898032895985,77.64455865675407,76.26989257812505,78.30898032895985,77.64455865675407,76.26989257812505
172,25.0,-75.625,79.11933189145982,78.83415826612908,77.63395507812504,79.11933189145982,78.83415826612908,77.63395507812504
173,25.0,-75.0,79.55198058097598,79.5288946730091,78.31642578125005,79.55198058097598,79.5288946730091,78.31642578125005
174,25.0,-74.375,79.7483452483147,79.72527174426666,78.11142089843754,79.7483452483147,79.72527174426666,78.11142089843754
175,25.0,-73.75,79.35811087331467,79.33890561995972,77.60517089843754,79.35811087331467,79.33890561995972,77.60517089843754
176,25.0,-73.125,78.99367664952435,78.97088134765632,77.6582348632813,78.99367664952435,78.97088134765632,77.6582348632813
177,25.0,-72.5,78.81386944186308,78.78977350050407,78.08692138671879,78.81386944186308,78.78977350050407,78.08692138671879
178,25.0,-71.875,78.96532483500823,78.94213260773692,78.05517089843755,78.96532483500823,78.94213260773692,78.05517089843755
179,25.0,-71.25,79.13282735516951,79.11411294260334,77.85829589843755,79.13282735516951,79.11411294260334,77.85829589843755
180,25.0,-70.625,79.09596999629859,79.07386931388612,77.7775463867188,79.09596999629859,79.07386931388612,77.7775463867188
181,25.0,-70.0,78.90771394791145,78.88308463804186,77.8337963867188,78.90771394791145,78.88308463804186,77.8337963867188
182,25.0,-69.375,78.85877871605663,78.8321399713332,78.0587963867188,78.85877871605663,78.8321399713332,78.0587963867188
183,25.0,-68.75,79.1057797241211,79.08423721805698,78.60097167968755,79.1057797241211,79.08423721805698,78.60097167968755
184,25.0,-68.125,79.47985356484693,79.45384387600811,78.30829589843754,79.47985356484693,79.45384387600811,78.30829589843754
185,25.0,-67.5,79.04023032895984,79.01791169197334,77.2150463867188,79.04023032895984,79.01791169197334,77.2150463867188
186,25.5,-125.0,69.28913117931741,69.26110075919863,67.98817871093755,69.28913117931741,69.26110075919863,67.98817871093755
187,25.5,-124.375,69.34260270149481,69.31270992156001,68.32523925781254,69.34260270149481,69.31270992156001,68.32523925781254
188,25.5,-123.75,69.25357800391416,69.22374724357361,68.14286621093754,69.25357800391416,69.22374724357361,68.14286621093754
189,25.5,-123.125,69.1051279031077,69.08025516633067,67.80536621093754,69.1051279031077,69.08025516633067,67.80536621093754
190,25.5,-122.5,69.06912109867224,69.04465769121728,67.65067871093754,69.06912109867224,69.04465769121728,67.65067871093754
191,25.5,-121.875,69.14646484867224,69.11766006961948,67.17255371093754,69.14646484867224,69.11766006961948,67.17255371093754
192,25.5,-121.25,68.56224735875288,68.52937055034027,65.96317871093754,68.56224735875288,68.52937055034027,65.96317871093754
193,25.5,-120.625,67.70103264101094,67.66897449124248,65.63974121093754,67.70103264101094,67.66897449124248,65.63974121093754
194,25.5,-120.0,67.24031565512385,67.20969813193048,65.69599121093754,67.24031565512385,67.20969813193048,65.69599121093754
195,25.5,-119.375,67.50007497972061,67.4689294039819,66.14599121093755,67.50007497972061,67.4689294039819,66.14599121093755
196,25.5,-118.75,68.19509136076901,68.15858020413313,66.63817871093755,68.19509136076901,68.15858020413313,66.63817871093755
197,25.5,-118.125,68.884153860769,68.85253516412554,67.24286621093754,68.884153860769,68.85253516412554,67.24286621093754
198,25.5,-117.5,68.82160975794643,68.78788771106355,67.24286621093754,68.82160975794643,68.78788771106355,67.24286621093754
199,25.5,-116.875,68.56304120955932,68.52950344947078,67.16640136718755,68.56304120955932,68.52950344947078,67.16640136718755
200,25.5,-116.25,68.29267830633351,68.25376078944058,66.94810302734379,68.29267830633351,68.25376078944058,66.94810302734379
201,25.5,-115.625,67.57084110875289,67.5267387537803,65.65380371093755,67.57084110875289,67.5267387537803,65.65380371093755
202,25.5,-115.0,67.66678364907544,67.62568835842998,65.45692871093755,67.66678364907544,67.62568835842998,65.45692871093755
203,25.5,-114.375,68.3798317841561,68.34828751102576,66.08358886718754,68.3798317841561,68.34828751102576,66.08358886718754
204,25.5,-113.75,69.18923045989011,69.15626815303682,66.89921386718754,69.18923045989011,69.15626815303682,66.89921386718754
205,25.5,-113.125,70.14910949214816,70.11455416771678,68.01015136718755,70.14910949214816,70.11455416771678,68.01015136718755
206,25.5,-112.5,70.99620500626106,69.93371566280246,68.27003295898442,70.99620500626106,69.93371566280246,68.27003295898442
207,25.5,-111.875,82.06084084295462,63.69539149130549,58.004407958984416,82.06084084295462,63.69539149130549,58.004407958984416
208,25.5,-111.25,79.88381841351914,65.59428262033776,60.97159545898442,79.88381841351914,65.59428262033776,60.97159545898442
209,25.5,-110.625,71.49298550021268,70.30567374936999,66.17472045898441,71.49298550021268,70.30567374936999,66.17472045898441
210,25.5,-110.0,69.62414729456752,69.49352361863663,65.94972045898442,69.62414729456752,69.49352361863663,65.94972045898442
211,25.5,-109.375,73.41421785908368,68.82638947517644,65.52784545898442,73.41421785908368,68.82638947517644,65.52784545898442
212,25.5,-108.75,78.97860167964816,68.24438342678937,63.16534545898442,78.97860167964816,68.24438342678937,63.16534545898442
213,25.5,-108.125,84.31600087319657,69.8080427009829,61.280366210937544,84.31600087319657,69.8080427009829,61.280366210937544
214,25.5,-107.5,80.27742665444656,66.87646508001518,52.63253295898441,80.27742665444656,66.87646508001518,52.63253295898441
215,25.5,-106.875,65.57348102692639,54.572911652595785,39.195814208984416,65.57348102692639,54.572911652595785,39.195814208984416
216,25.5,-106.25,57.8761689364526,45.32131765057967,31.839368896484416,57.8761689364526,45.32131765057967,31.839368896484416
217,25.5,-105.625,63.38474929809574,47.46443130985388,34.72042358398441,63.28288585158033,47.07178058800488,31.973223106385806
218,25.5,-105.0,69.99884487521268,51.66719088646677,38.32745483398442,69.8820984579827,50.86348692259399,32.68394801231169
219,25.5,-104.375,72.3213829926522,53.792329495337746,39.621204833984415,72.21258800322524,53.079456418263376,32.81941649495528
220,25.5,-103.75,73.39113948206753,55.7487181042087,41.58292358398442,73.31027140390142,55.25400627921115,35.23778184995831
221,25.5,-103.125,73.54623808337801,56.4739575195313,41.568861083984416,73.47006775884768,56.0329616274193,34.99864668288639
222,25.5,-102.5,73.01516606976917,56.808168709047415,41.31222045898441,72.90828570938832,56.15302370908229,34.229706303193225
223,25.5,-101.875,70.18159602011409,46.648078022618485,35.56972167968754,69.70904296419639,43.960358962740806,26.478302483847195
224,25.5,-101.25,71.2602691551947,48.422788204070095,36.21308105468754,70.94461968173937,46.89535945671673,27.304390155885287
225,25.5,-100.625,69.97574058286608,48.76306668189268,37.00849121093754,69.77117618777166,47.860111497235245,30.29886901350853
226,25.5,-100.0,73.59232639435803,54.38353039157009,44.306489257812544,73.51177500546811,53.73911928045075,39.40004512167326
227,25.5,-99.375,75.59213580716045,57.43543311334428,48.44437988281254,75.54675975859121,57.07242472479029,43.93652484756846
228,25.5,-98.75,75.78317033337012,57.98182928269913,47.97053955078129,75.71521182042356,57.43816117912656,43.28761519300422
229,25.5,-98.125,75.24814324163623,58.98911254882818,48.04887207031254,75.21258065265819,58.704611837003846,44.16157302242619
230,25.5,-97.5,73.75989979405561,65.54019621818298,56.59398315429692,73.75989979405561,65.54019621818298,56.59398315429692
231,25.5,-96.875,72.43173069123303,72.23932597498745,71.34972045898442,72.43173069123303,72.23932597498745,71.34972045898442
232,25.5,-96.25,75.30223850373304,75.27124243951617,73.67909667968755,75.30223850373304,75.27124243951617,73.67909667968755
233,25.5,-95.625,75.94406688074918,75.91317536384832,74.4774731445313,75.94406688074918,75.91317536384832,74.4774731445313
234,25.5,-95.0,75.85821758639435,75.82513589182211,74.58997314453129,75.85821758639435,75.82513589182211,74.58997314453129
