,lat,lon,average_temp,average_min_daily_temp,min_min_daily_temp,average_windchill,average_min_daily_windchill,min_min_daily_windchill,average_hi,average_max_daily_hi
75,24.5,-78.125,75.64384521484384,73.5463665771485,62.55785644531254,75.64384521484384,73.5463665771485,62.55785644531254,76.06306326293756,77.39215186676185
76,24.5,-77.5,75.5475170898438,74.55847839355476,64.8086254882813,75.5475170898438,74.55847839355476,64.8086254882813,75.55631461621797,76.15448296180642
77,24.5,-76.875,75.09073974609379,74.60994140625006,65.53207519531254,75.09073974609379,74.60994140625006,65.53207519531254,75.09073974609379,75.49816650390632
78,24.5,-76.25,75.9255639648438,75.26339233398447,66.7769360351563,75.9255639648438,75.26339233398447,66.7769360351563,75.9255639648438,76.41073059082038
79,24.5,-75.625,76.69960693359381,75.69111633300784,67.8034985351563,76.69960693359381,75.69111633300784,67.8034985351563,76.69960693359381,77.24113525390628
80,24.5,-75.0,76.24070068359384,75.78601989746099,68.38588378906255,76.24070068359384,75.78601989746099,68.38588378906255,76.24070068359384,76.60920166015629
81,24.5,-74.375,76.3344116210938,75.86406982421882,68.8711499023438,76.3344116210938,75.86406982421882,68.8711499023438,76.34001114353681,76.73367923618481
82,24.5,-73.75,76.14761474609381,75.76456176757817,69.2227124023438,76.14761474609381,75.76456176757817,69.2227124023438,76.14761474609381,76.46692749023441
83,24.5,-73.125,76.09648193359382,75.74961669921883,69.35883300781254,76.09648193359382,75.74961669921883,69.35883300781254,76.09648193359382,76.41596679687507
84,24.5,-72.5,76.13277099609383,75.7998205566407,69.2499584960938,76.13277099609383,75.7998205566407,69.2499584960938,76.13277099609383,76.45745910644536
85,24.5,-71.875,76.21687255859385,75.86883056640627,69.26402099609379,76.21687255859385,75.86883056640627,69.26402099609379,76.21687255859385,76.55239440917975
86,24.5,-71.25,76.32337646484383,75.96153137207038,69.2499584960938,76.32337646484383,75.96153137207038,69.2499584960938,76.32337646484383,76.65924499511726
87,24.5,-70.625,76.33325927734384,75.98613159179692,69.41870849609379,76.33325927734384,75.98613159179692,69.41870849609379,76.33325927734384,76.66927795410166
88,24.5,-70.0,76.45247802734383,76.11242919921882,69.62964599609379,76.45247802734383,76.11242919921882,69.62964599609379,76.45247802734383,76.77179199218757
89,24.5,-69.375,76.4926538085938,76.12941406250008,69.75620849609379,76.4926538085938,76.12941406250008,69.75620849609379,76.4926538085938,76.82098815917976
90,24.5,-68.75,76.47667724609379,76.11558105468757,69.9952709960938,76.47667724609379,76.11558105468757,69.9952709960938,76.5066834643807,76.87315047673324
91,24.5,-68.125,76.39656005859386,76.03634521484382,70.05152099609379,76.39656005859386,76.03634521484382,70.05152099609379,76.41937184347687,76.80899781554467
92,24.5,-67.5,76.16394287109378,75.79641662597665,70.0937084960938,76.16394287109378,75.79641662597665,70.0937084960938,76.16394287109378,76.50050964355472
93,24.5,-66.875,75.9411694335938,75.57874694824226,70.2765209960938,75.9411694335938,75.57874694824226,70.2765209960938,75.9411694335938,76.28766479492195
94,24.5,-66.25,75.77204833984383,75.39311401367189,70.50201538085942,75.77204833984383,75.39311401367189,70.50201538085942,75.77658700519845,76.2141505093604
95,25.0,-125.0,63.90792640686038,63.594219360351616,59.82127197265629,63.90792640686038,63.594219360351616,59.82127197265629,63.90792640686038,64.19058959960945
96,25.0,-124.375,63.817418594360404,63.498016357421946,60.0598950195313,63.817418594360404,63.498016357421946,60.0598950195313,63.817418594360404,64.11046264648441
97,25.0,-123.75,63.59597328186041,63.26456726074223,59.6127514648438,63.59597328186041,63.26456726074223,59.6127514648438,63.59597328186041,63.896091918945395
98,25.0,-123.125,63.39903968811041,63.06115234375008,59.4721264648438,63.39903968811041,63.06115234375008,59.4721264648438,63.39903968811041,63.69461486816411
99,25.0,-122.5,63.2166959381104,62.86761718750004,59.30052001953129,63.2166959381104,62.86761718750004,59.30052001953129,63.2166959381104,63.51080627441412
100,25.0,-121.875,62.9885123443604,62.64301574707036,59.2864575195313,62.9885123443604,62.64301574707036,59.2864575195313,62.9885123443604,63.287938232421894
101,25.0,-121.25,62.8627506256104,62.51141601562504,58.93637817382817,62.8627506256104,62.51141601562504,58.93637817382817,62.8627506256104,63.17664428710944
102,25.0,-120.625,62.89597328186041,62.53527343750008,58.711378173828166,62.89597328186041,62.53527343750008,58.711378173828166,62.89597328186041,63.2171087646485
103,25.0,-120.0,62.95837562561041,62.60466735839847,58.62700317382817,62.95837562561041,62.60466735839847,58.62700317382817,62.95837562561041,63.26568542480474
104,25.0,-119.375,62.97845375061043,62.63996582031258,58.64002197265629,62.97845375061043,62.63996582031258,58.64002197265629,62.97845375061043,63.26678588867195
105,25.0,-118.75,63.03896156311039,62.7095983886719,58.42908447265629,63.03896156311039,62.7095983886719,58.42908447265629,63.03896156311039,63.31138488769537
106,25.0,-118.125,63.270621719360406,62.94247253417973,58.79575317382817,63.270621719360406,62.94247253417973,58.79575317382817,63.270621719360406,63.528952636718834
107,25.0,-117.5,63.28872718811038,62.96769653320321,58.66919067382817,63.28872718811038,62.96769653320321,58.66919067382817,63.28872718811038,63.54927307128911
108,25.0,-116.875,63.232965469360416,62.90067810058599,58.73736083984379,63.232965469360416,62.90067810058599,58.73736083984379,63.232965469360416,63.51525573730477
109,25.0,-116.25,63.2496451568604,62.92444763183599,59.22954833984379,63.2496451568604,62.92444763183599,59.22954833984379,63.2496451568604,63.532633666992226
110,25.0,-115.625,63.26130531311039,62.942709960937535,59.609895019531294,63.26130531311039,62.942709960937535,59.609895019531294,63.26130531311039,63.52413696289066
111,25.0,-115.0,63.481969375610404,63.18790893554694,59.87708251953129,63.481969375610404,63.18790893554694,59.87708251953129,63.481969375610404,63.728106079101636
112,25.0,-114.375,63.8031021881104,63.4974194335938,59.804902343750044,63.8031021881104,63.4974194335938,59.804902343750044,63.8031021881104,64.08138854980477
113,25.0,-113.75,64.20745887756358,63.87841308593757,59.1557202148438,64.20745887756358,63.87841308593757,59.1557202148438,64.20745887756358,64.5071685791016
114,25.0,-113.125,64.84167762756351,64.47219543457034,58.84173095703129,64.84167762756351,64.47219543457034,58.84173095703129,64.84167762756351,65.21142822265627
115,25.0,-112.5,65.90193153381351,64.0187609863282,57.883942871093794,65.90193153381351,64.0187609863282,57.883942871093794,65.90193153381351,66.96191284179693
116,25.0,-111.875,74.46720497131354,60.58810241699221,47.360139160156294,74.46432602229228,60.56507082482221,45.28729586485559,73.59711211925824,79.30883998607882
117,25.0,-111.25,76.08017372131353,60.96091491699223,46.235139160156294,76.0768949752936,60.934684948832796,43.87444202580712,74.74104544145831,80.88423020901351
118,25.0,-110.625,69.45241981506355,63.70857116699226,58.55388916015629,69.45241981506355,63.70857116699226,58.55388916015629,69.43155079517442,72.56811504503204
119,25.0,-110.0,65.81167762756353,65.22625000000002,61.976514892578166,65.81167762756353,65.22625000000002,61.976514892578166,65.81167762756353,66.26080200195318
120,25.0,-109.375,65.84183387756353,65.22451049804691,62.13350952148441,65.84183387756353,65.22451049804691,62.13350952148441,65.84183387756353,66.30209594726568
121,25.0,-108.75,67.55697059631353,64.56953002929696,61.247572021484416,67.55697059631353,64.56953002929696,61.247572021484416,67.55697059631353,69.11499023437506
122,25.0,-108.125,74.72884559631353,65.25388366699222,56.26170166015629,74.72884559631353,65.25388366699222,56.26170166015629,74.34329775906346,78.32998333316625
123,25.0,-107.5,81.31476356506354,68.97325866699225,50.5523266601563,81.31476356506354,68.97325866699225,50.5523266601563,79.18677378822939,83.33138565056302
124,25.0,-106.875,77.72814247131352,66.19609680175785,41.78435791015629,77.72440912486738,66.16623003018869,39.0963484689315,75.99409883365516,79.64338556559902
125,25.0,-106.25,65.89668861389161,52.25986999511724,28.049689941406292,65.76349985003333,51.77865470150103,28.049689941406292,65.81996696662287,71.12252387881217
126,25.0,-105.625,62.80549430847173,49.13990539550784,24.81498535156254,62.30071201860403,47.30582809416797,24.67502631713933,62.79460532288764,68.51571899414067
127,25.0,-105.0,66.79696571350107,51.92142272949224,27.61990478515629,66.47040550215813,50.346052590448565,21.304582926840652,66.53298481242632,72.82215535356417
128,25.0,-104.375,68.72925086975103,53.26497741699223,30.65388916015629,68.45484751955249,51.99907482891975,22.40757565115926,68.16420237572945,74.63249703121497
129,25.0,-103.75,70.45312782287603,55.23923522949224,33.558729248046916,70.2183231321514,54.18407271939302,25.467691151952014,69.63061783947018,75.85545599967733
130,25.0,-103.125,70.88639930725104,56.52095397949224,33.62201049804692,70.68554587552191,55.776024489254944,26.25214613681334,70.02994297959005,75.87713282498447
131,25.0,-102.5,70.23534950256354,55.853414916992215,34.35935791015629,69.99505118320658,54.849559676458576,25.489686755656948,69.54325320421188,75.37503745020437
132,25.0,-101.875,66.27884704589847,48.329360961914105,27.93850830078129,65.66444416270956,45.489282875551616,19.985342888778842,65.887787990811,74.3442323838321
133,25.0,-101.25,64.39479431152348,46.67264221191409,26.008430175781292,63.68662572289718,43.6011848674331,18.359825575771396,64.18222818435869,72.60675097069647
134,25.0,-100.625,64.57792175292974,47.1546929931641,28.873664550781292,63.97214262167438,44.54892478729868,22.163660131801084,64.33616822060799,72.38945608093957
135,25.0,-100.0,69.14784851074226,53.47094299316409,35.12895019531254,68.96134434265896,52.471012501128065,31.17816155982031,68.47956320957184,75.07370355012652
136,25.0,-99.375,72.6146868896485,58.36552673339846,29.44539306640629,72.26425288769327,57.38186225404148,18.07346653327908,71.77345844534291,78.13454494453921
137,25.0,-98.75,72.24227844238285,58.831754760742236,27.493781738281292,71.80179203107167,57.66341661756267,14.352746507966167,71.84464942033117,78.43937577142067
138,25.0,-98.125,72.53232971191412,60.087167968750066,28.85213134765629,72.01677758135283,58.8511412413894,15.107430210356432,72.54140433331847,78.62134839419795
139,25.0,-97.5,67.69530456542974,64.87981750488287,35.89129150390629,67.32666642447336,64.159950655244,22.962041262084682,67.69486174897806,69.49893906385942
140,25.0,-96.875,67.73790710449228,67.12337036132814,42.28906982421879,67.59963179726503,66.92139010655531,31.771937218403313,67.73790710449228,68.45159057617195
141,25.0,-96.25,69.56166687011726,68.96607910156257,47.76575439453129,69.48059558752635,68.87054060324742,39.16728954616672,69.56166687011726,70.21192687988285
142,25.0,-95.625,70.29557312011728,69.6494488525391,51.37377441406254,70.29557312011728,69.6494488525391,51.37377441406254,70.29557312011728,70.88758972167973
143,25.0,-95.0,70.70807312011726,70.03295166015629,53.75110595703129,70.70807312011726,70.03295166015629,53.75110595703129,70.70807312011726,71.2916613769532
144,25.0,-94.375,70.91176452636722,70.26035278320316,55.6214184570313,70.91176452636722,70.26035278320316,55.6214184570313,70.91176452636722,71.48689819335944
145,25.0,-93.75,70.77475280761726,70.17404418945318,57.04173095703129,70.77475280761726,70.17404418945318,57.04173095703129,70.77475280761726,71.37298583984384
146,25.0,-93.125,70.49998718261725,69.87900024414068,58.194855957031294,70.49998718261725,69.87900024414068,58.194855957031294,70.49998718261725,71.1296093750001
147,25.0,-92.5,70.45274108886723,69.85140808105473,59.65735595703129,70.45274108886723,69.85140808105473,59.65735595703129,70.45274108886723,71.04178710937508
148,25.0,-91.875,70.57590515136724,69.9970269775391,60.83684814453129,70.57590515136724,69.9970269775391,60.83684814453129,70.57590515136724,71.1368054199219
149,25.0,-91.25,70.79229187011727,70.2269665527344,61.00070922851567,70.79229187011727,70.2269665527344,61.00070922851567,70.79229187011727,71.34730163574226
150,25.0,-90.625,71.04727233886726,70.47953430175788,61.20807617187504,71.04727233886726,70.47953430175788,61.20807617187504,71.04727233886726,71.59690124511725
151,25.0,-90.0,71.45428405761729,70.8574047851563,62.14817626953129,71.45428405761729,70.8574047851563,62.14817626953129,71.45428405761729,71.99762573242192
152,25.0,-89.375,72.21516296386727,71.60597717285165,63.21308105468754,72.21516296386727,71.60597717285165,63.21308105468754,72.21516296386727,72.73027770996102
153,25.0,-88.75,73.29701843261722,72.68055541992193,64.9861645507813,73.29701843261722,72.68055541992193,64.9861645507813,73.29701843261722,73.76872558593756
154,25.0,-88.125,74.61074890136724,73.99057922363286,65.8158520507813,74.61074890136724,73.99057922363286,65.8158520507813,74.61074890136724,75.09567260742195
155,25.0,-87.5,75.08342468261723,74.55163269042974,66.3221020507813,75.08342468261723,74.55163269042974,66.3221020507813,75.2592155243696,75.93056707171463
156,25.0,-86.875,74.95543640136725,74.4715612792969,66.4346020507813,74.95543640136725,74.4715612792969,66.4346020507813,75.12141114433953,75.59793963466723
157,25.0,-86.25,74.63225280761723,74.1668237304688,66.63147705078129,74.63225280761723,74.1668237304688,66.63147705078129,74.68866176207521,75.19284392417624
158,25.0,-85.625,74.02670593261723,73.56660583496098,66.39549072265629,74.02670593261723,73.56660583496098,66.39549072265629,74.02670593261723,74.50090393066414
159,25.0,-85.0,73.2501538085938,72.69932189941413,65.5961254882813,73.2501538085938,72.69932189941413,65.5961254882813,73.2501538085938,73.75548889160163
160,25.0,-84.375,72.60988037109384,72.00983459472664,64.6534985351563,72.60988037109384,72.00983459472664,64.6534985351563,72.60988037109384,73.11946960449224
161,25.0,-83.75,72.18021240234383,71.58972595214851,64.25974853515629,72.18021240234383,71.58972595214851,64.25974853515629,72.18021240234383,72.7005285644532
162,25.0,-83.125,71.5726147460938,70.97357238769538,63.2118725585938,71.5726147460938,70.97357238769538,63.2118725585938,71.5726147460938,72.1543975830079
163,25.0,-82.5,70.89173583984379,70.25235778808602,60.62437255859379,70.89173583984379,70.25235778808602,60.62437255859379,70.89173583984379,71.56100891113286
164,25.0,-81.875,70.90456787109382,70.00258972167977,58.441499023437544,70.90456787109382,70.00258972167977,58.441499023437544,70.90456787109382,71.74767395019536
165,25.0,-81.25,71.93917724609383,70.42738281250007,57.08287475585942,71.93917724609383,70.42738281250007,57.08287475585942,71.93917724609383,72.96513122558596
166,25.0,-80.625,73.43890380859376,72.03930603027351,59.206312255859416,73.43890380859376,72.03930603027351,59.206312255859416,73.43890380859376,74.38448669433598
167,25.0,-80.0,74.32989990234384,73.59361572265632,61.87115600585942,74.32989990234384,73.59361572265632,61.87115600585942,74.32989990234384,74.9773852539063
168,25.0,-79.375,74.26611083984382,73.65683593750008,62.33362548828129,74.26611083984382,73.65683593750008,62.33362548828129,74.26611083984382,74.81565917968757
169,25.0,-78.75,73.2943334960938,72.55599243164069,61.27849853515629,73.2943334960938,72.55599243164069,61.27849853515629,73.2943334960938,73.90098510742197
170,25.0,-78.125,75.21406005859382,73.41452697753914,61.37693603515629,75.21406005859382,73.41452697753914,61.37693603515629,75.54921072524238,76.83569196100574
171,25.0,-77.5,75.06954833984382,74.24720397949223,63.43577392578129,75.06954833984382,74.24720397949223,63.43577392578129,75.06954833984382,75.63111450195322
172,25.0,-76.875,74.81911865234379,74.23504882812504,64.20921142578129,74.81911865234379,74.23504882812504,64.20921142578129,74.81911865234379,75.27683959960945
173,25.0,-76.25,75.51021240234383,74.67643249511721,65.44770019531254,75.51021240234383,74.67643249511721,65.44770019531254,75.51021240234383,76.01092773437503
174,25.0,-75.625,75.65290771484382,75.0336602783204,66.4376782226563,75.65290771484382,75.0336602783204,66.4376782226563,75.65290771484382,76.0833001708985
175,25.0,-75.0,75.6771069335938,75.24256896972665,67.2954907226563,75.6771069335938,75.24256896972665,67.2954907226563,75.6771069335938,76.04332580566411
176,25.0,-74.375,75.72579833984379,75.30458374023443,68.0133374023438,75.72579833984379,75.30458374023443,68.0133374023438,75.72579833984379,76.10178710937507
177,25.0,-73.75,75.58372802734382,75.18911376953133,68.3086499023438,75.58372802734382,75.18911376953133,68.3086499023438,75.58372802734382,75.9538232421876
178,25.0,-73.125,75.54925537109384,75.19108886718755,68.24789550781254,75.54925537109384,75.19108886718755,68.24789550781254,75.54925537109384,75.88839355468755
179,25.0,-72.5,75.51364990234384,75.17698242187505,68.0985913085938,75.51364990234384,75.17698242187505,68.0985913085938,75.51364990234384,75.8511816406251
180,25.0,-71.875,75.61003662109377,75.27953308105472,68.39390380859379,75.61003662109377,75.27953308105472,68.39390380859379,75.61003662109377,75.94041198730473
181,25.0,-71.25,75.79622802734382,75.44749877929691,68.77183349609379,75.79622802734382,75.44749877929691,68.77183349609379,75.79622802734382,76.14073547363287
182,25.0,-70.625,75.88345458984382,75.54302551269537,69.1796459960938,75.88345458984382,75.54302551269537,69.1796459960938,75.88345458984382,76.2112084960938
183,25.0,-70.0,75.9233374023438,75.57610229492192,69.4468334960938,75.9233374023438,75.57610229492192,69.4468334960938,75.9233374023438,76.25518554687503
